항목명1,일본엔/달러,달러/유로,달러/영국파운드,달러/엔
2019-08-01,108.785,1.1077,1.2153,0.009192444
2019-08-02,107.455,1.108,1.2123,0.009306221
2019-08-03,,,,
2019-08-04,,,,
2019-08-05,106.545,1.1109,1.215,0.009385706
2019-08-06,105.665,1.1232,1.2154,0.009463872
2019-08-07,106.365,1.1202,1.2168,0.009401589
2019-08-08,106.215,1.1203,1.2148,0.009414866
2019-08-09,105.815,1.1187,1.2139,0.009450456
2019-08-10,,,,
2019-08-11,,,,
2019-08-12,105.555,1.1203,1.2029,0.009473734
2019-08-13,105.255,1.1216,1.208,0.009500736
2019-08-14,106.655,1.1174,1.206,0.009376026
2019-08-15,,,,
2019-08-16,106.145,1.1111,1.2088,0.009421075
2019-08-17,,,,
2019-08-18,,,,
2019-08-19,106.46,1.1094,1.2157,0.009393199
2019-08-20,106.605,1.1083,1.2126,0.009380423
2019-08-21,106.26,1.1099,1.2165,0.009410879
2019-08-22,106.605,1.1091,1.213,0.009380423
2019-08-23,106.465,1.1082,1.2251,0.009392758
2019-08-24,,,,
2019-08-25,,,,
2019-08-26,104.945,1.1147,1.2266,0.009528801
2019-08-27,106.105,1.11,1.2223,0.009424627
2019-08-28,105.775,1.1092,1.2286,0.00945403
2019-08-29,106.045,1.1085,1.2219,0.009429959
2019-08-30,106.535,1.1059,1.2185,0.009386587
2019-08-31,,,,
2019-09-01,,,,
2019-09-02,106.145,1.0992,1.2163,0.009421075
2019-09-03,106.195,1.0966,1.2063,0.009416639
2019-09-04,105.97,1.0971,1.2089,0.009436633
2019-09-05,106.35,1.1036,1.2252,0.009402915
2019-09-06,107.015,1.1036,1.2327,0.009344484
2019-09-07,,,,
2019-09-08,,,,
2019-09-09,106.915,1.1024,1.2287,0.009353225
2019-09-10,107.23,1.105,1.2346,0.009325748
2019-09-11,107.515,1.1048,1.2356,0.009301028
2019-09-12,,,,
2019-09-13,,,,
2019-09-14,,,,
2019-09-15,,,,
2019-09-16,107.805,1.1081,1.2499,0.009276008
2019-09-17,108.115,1.1005,1.2429,0.00924941
2019-09-18,108.11,1.1071,1.2501,0.009249838
2019-09-19,108.41,1.1028,1.2476,0.009224241
2019-09-20,108.035,1.1046,1.2524,0.00925626
2019-09-21,,,,
2019-09-22,,,,
2019-09-23,107.65,1.1019,1.2471,0.009289364
2019-09-24,107.545,1.0995,1.2435,0.009298433
2019-09-25,107.125,1.102,1.2492,0.009334889
2019-09-26,107.73,1.095,1.2358,0.009282465
2019-09-27,107.82,1.092,1.2326,0.009274717
2019-09-28,,,,
2019-09-29,,,,
2019-09-30,107.895,1.0944,1.2292,0.00926827
2019-10-01,108.065,1.0899,1.2288,0.00925369
2019-10-02,107.735,1.0932,1.2289,0.009282035
2019-10-03,,,,
2019-10-04,106.865,1.0973,1.2337,0.009357601
2019-10-05,,,,
2019-10-06,,,,
2019-10-07,106.825,1.0983,1.2331,0.009361105
2019-10-08,107.26,1.0972,1.2288,0.00932314
2019-10-09,,,,
2019-10-10,107.095,1.0988,1.2214,0.009337504
2019-10-11,107.905,1.1008,1.2431,0.009267411
2019-10-12,,,,
2019-10-13,,,,
2019-10-14,108.5,1.1031,1.2636,0.00921659
2019-10-15,108.385,1.1028,1.2605,0.009226369
2019-10-16,108.84,1.1033,1.2761,0.009187799
2019-10-17,108.725,1.1076,1.2824,0.009197517
2019-10-18,108.565,1.1126,1.2872,0.009211072
2019-10-19,,,,
2019-10-20,,,,
2019-10-21,108.36,1.1158,1.2907,0.009228498
2019-10-22,108.6,1.115,1.2964,0.009208103
2019-10-23,108.495,1.1128,1.2885,0.009217015
2019-10-24,108.665,1.1133,1.2917,0.009202595
2019-10-25,108.625,1.1103,1.2838,0.009205984
2019-10-26,,,,
2019-10-27,,,,
2019-10-28,108.695,1.1083,1.2831,0.009200055
2019-10-29,108.97,1.1099,1.2856,0.009176838
2019-10-30,108.865,1.1114,1.2865,0.009185689
2019-10-31,108.785,1.1154,1.2905,0.009192444
2019-11-01,108.015,1.1152,1.2936,0.009257973
2019-11-02,,,,
2019-11-03,,,,
2019-11-04,108.225,1.1165,1.2938,0.009240009
2019-11-05,108.6,1.1126,1.2884,0.009208103
2019-11-06,109.165,1.1074,1.2885,0.009160445
2019-11-07,108.94,1.1069,1.2857,0.009179365
2019-11-08,109.275,1.1051,1.2815,0.009151224
2019-11-09,,,,
2019-11-10,,,,
2019-11-11,109.225,1.1021,1.2791,0.009155413
2019-11-12,109.055,1.1034,1.2854,0.009169685
2019-11-13,108.975,1.1012,1.2849,0.009176417
2019-11-14,108.775,1.1009,1.2854,0.009193289
2019-11-15,108.395,1.1022,1.2883,0.009225518
2019-11-16,,,,
2019-11-17,,,,
2019-11-18,108.735,1.1053,1.292,0.009196671
2019-11-19,108.685,1.1073,1.2951,0.009200902
2019-11-20,108.425,1.1078,1.2928,0.009222965
2019-11-21,108.49,1.1078,1.2926,0.009217439
2019-11-22,108.59,1.1062,1.2914,0.009208951
2019-11-23,,,,
2019-11-24,,,,
2019-11-25,108.705,1.1022,1.2846,0.009199209
2019-11-26,108.935,1.1013,1.2901,0.009179786
2019-11-27,109.065,1.1023,1.2863,0.009168844
2019-11-28,109.365,1.1005,1.2938,0.009143693
2019-11-29,109.51,1.1011,1.2912,0.009131586
2019-11-30,,,,
2019-12-01,,,,
2019-12-02,109.515,1.1019,1.2914,0.009131169
2019-12-03,109.025,1.1077,1.2942,0.009172208
2019-12-04,108.645,1.1083,1.2998,0.009204289
2019-12-05,108.855,1.108,1.3108,0.009186533
2019-12-06,108.745,1.1106,1.316,0.009195825
2019-12-07,,,,
2019-12-08,,,,
2019-12-09,108.6,1.106,1.3136,0.009208103
2019-12-10,108.575,1.1065,1.3143,0.009210223
2019-12-11,108.785,1.1095,1.3119,0.009192444
2019-12-12,108.545,1.1133,1.3197,0.009212769
2019-12-13,109.525,1.1186,1.3458,0.009130336
2019-12-14,,,,
2019-12-15,,,,
2019-12-16,109.355,1.1128,1.3348,0.009144529
2019-12-17,109.6,1.1139,1.3289,0.009124088
2019-12-18,109.515,1.1153,1.3131,0.009131169
2019-12-19,109.565,1.1116,1.3084,0.009127002
2019-12-20,109.365,1.1124,1.3012,0.009143693
2019-12-21,,,,
2019-12-22,,,,
2019-12-23,109.475,1.1079,1.3007,0.009134506
2019-12-24,109.4,1.1092,1.2941,0.009140768
2019-12-25,,,,
2019-12-26,109.395,1.1092,1.2969,0.009141186
2019-12-27,109.555,1.1099,1.2999,0.009127835
2019-12-28,,,,
2019-12-29,,,,
2019-12-30,109.445,1.1182,1.3085,0.009137009
2019-12-31,108.87,1.1206,1.3117,0.009185267
2020-01-01,,,,
2020-01-02,108.645,1.1221,1.3259,0.009204289
2020-01-03,108.575,1.1174,1.3143,0.009210223
2020-01-04,,,,
2020-01-05,,,,
2020-01-06,107.815,1.1165,1.3074,0.009275147
2020-01-07,108.395,1.1197,1.3174,0.009225518
2020-01-08,108.405,1.115,1.3116,0.009224667
2020-01-09,109.105,1.1109,1.3103,0.009165483
2020-01-10,109.475,1.1108,1.3069,0.009134506
2020-01-11,,,,
2020-01-12,,,,
2020-01-13,109.545,1.1117,1.3044,0.009128669
2020-01-14,109.925,1.1136,1.299,0.009097112
2020-01-15,109.985,1.1128,1.302,0.009092149
2020-01-16,109.905,1.1152,1.3043,0.009098767
2020-01-17,110.195,1.1137,1.3079,0.009074822
2020-01-18,,,,
2020-01-19,,,,
2020-01-20,110.17,1.109,1.3004,0.009076881
2020-01-21,110.175,1.1094,1.3008,0.009076469
2020-01-22,109.88,1.1085,1.3048,0.009100837
2020-01-23,109.825,1.1096,1.314,0.009105395
2020-01-24,,,,
2020-01-25,,,,
2020-01-26,,,,
2020-01-27,,,,
2020-01-28,108.945,1.102,1.3057,0.009178944
2020-01-29,109.125,1.1021,1.3025,0.009163803
2020-01-30,109.045,1.1012,1.3017,0.009170526
2020-01-31,108.91,1.1033,1.3089,0.009181893
2020-02-01,,,,
2020-02-02,,,,
2020-02-03,108.355,1.1091,1.3182,0.009228923
2020-02-04,108.605,1.1062,1.2995,0.009207679
2020-02-05,109.485,1.1046,1.3032,0.009133671
2020-02-06,109.815,1.1,1.2998,0.009106224
2020-02-07,109.995,1.098,1.2928,0.009091322
2020-02-08,,,,
2020-02-09,,,,
2020-02-10,109.765,1.0945,1.2889,0.009110372
2020-02-11,109.755,1.0914,1.2914,0.009111202
2020-02-12,109.8,1.0919,1.2956,0.009107468
2020-02-13,110.07,1.0872,1.2955,0.009085128
2020-02-14,109.805,1.0839,1.3043,0.009107053
2020-02-15,,,,
2020-02-16,,,,
2020-02-17,109.825,1.0839,1.3052,0.009105395
2020-02-18,109.815,1.0837,1.3006,0.009106224
2020-02-19,109.88,1.0794,1.3,0.009100837
2020-02-20,111.27,1.0809,1.2922,0.008987148
2020-02-21,112.065,1.0788,1.2883,0.008923393
2020-02-22,,,,
2020-02-23,,,,
2020-02-24,111.445,1.084,1.295,0.008973036
2020-02-25,110.775,1.0853,1.2925,0.009027308
2020-02-26,110.22,1.088,1.2999,0.009072764
2020-02-27,110.425,1.0882,1.2903,0.00905592
2020-02-28,109.545,1.1001,1.2893,0.009128669
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,107.525,1.1069,1.2802,0.009300163
2020-03-03,108.285,1.1146,1.2762,0.009234889
2020-03-04,106.895,1.1184,1.2829,0.009354975
2020-03-05,107.535,1.1137,1.2872,0.009299298
2020-03-06,106.105,1.1229,1.2954,0.009424627
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,104.055,1.1374,1.3082,0.009610302
2020-03-10,102.445,1.1427,1.3092,0.009761335
2020-03-11,105.105,1.1306,1.2904,0.009514295
2020-03-12,104.745,1.1256,1.2813,0.009546995
2020-03-13,104.895,1.118,1.2578,0.009533343
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,106.335,1.1162,1.2407,0.009404241
2020-03-17,106.215,1.117,1.2272,0.009414866
2020-03-18,107.305,1.1018,1.2108,0.00931923
2020-03-19,108.105,1.0954,1.1633,0.009250266
2020-03-20,110.865,1.0664,1.1449,0.009019979
2020-03-21,,,,
2020-03-22,,,,
2020-03-23,110.935,1.0678,1.1557,0.009014288
2020-03-24,111.03,1.0747,1.1565,0.009006575
2020-03-25,111.265,1.0813,1.1791,0.008987552
2020-03-26,110.97,1.0883,1.1822,0.009011445
2020-03-27,109.285,1.1041,1.2168,0.009150387
2020-03-28,,,,
2020-03-29,,,,
2020-03-30,107.735,1.1114,1.241,0.009282035
2020-03-31,108.115,1.1031,1.2373,0.00924941
2020-04-01,107.685,1.1027,1.2406,0.009286344
2020-04-02,107.24,1.0947,1.2378,0.009324879
2020-04-03,108.16,1.0849,1.2394,0.009245562
2020-04-04,,,,
2020-04-05,,,,
2020-04-06,108.555,1.0817,1.2235,0.00921192
2020-04-07,109.2,1.079,1.2212,0.009157509
2020-04-08,108.705,1.0897,1.2345,0.009199209
2020-04-09,108.905,1.0858,1.2384,0.009182315
2020-04-10,108.53,1.0931,1.2461,0.009214042
2020-04-11,,,,
2020-04-12,,,,
2020-04-13,108.375,1.0936,1.2473,0.00922722
2020-04-14,107.69,1.0917,1.2516,0.009285913
2020-04-15,,,,
2020-04-16,107.495,1.0902,1.2519,0.009302758
2020-04-17,108.01,1.086,1.2487,0.009258402
2020-04-18,,,,
2020-04-19,,,,
2020-04-20,107.595,1.087,1.2494,0.009294112
2020-04-21,107.745,1.0865,1.2439,0.009281173
2020-04-22,107.73,1.0853,1.2295,0.009282465
2020-04-23,107.765,1.0821,1.2338,0.009279451
2020-04-24,107.595,1.0779,1.2354,0.009294112
2020-04-25,,,,
2020-04-26,,,,
2020-04-27,107.435,1.0818,1.2368,0.009307954
2020-04-28,107.245,1.0828,1.2426,0.009324444
2020-04-29,106.805,1.0826,1.2428,0.009362858
2020-04-30,,,,
2020-05-01,,,,
2020-05-02,,,,
2020-05-03,,,,
2020-05-04,106.825,1.0961,1.2462,0.009361105
2020-05-05,,,,
2020-05-06,106.475,1.0839,1.2443,0.009391876
2020-05-07,106.08,1.0797,1.233,0.009426848
2020-05-08,106.295,1.084,1.2378,0.00940778
2020-05-09,,,,
2020-05-10,,,,
2020-05-11,106.845,1.0832,1.2406,0.009359352
2020-05-12,107.655,1.081,1.2337,0.009288932
2020-05-13,107.215,1.0849,1.2258,0.009327053
2020-05-14,107.045,1.0818,1.2232,0.009341866
2020-05-15,107.265,1.0804,1.223,0.009322705
2020-05-16,,,,
2020-05-17,,,,
2020-05-18,107.255,1.0823,1.2094,0.009323575
2020-05-19,107.35,1.0916,1.2195,0.009315324
2020-05-20,107.845,1.0926,1.2249,0.009272567
2020-05-21,107.585,1.0981,1.2239,0.009294976
2020-05-22,107.59,1.095,1.2215,0.009294544
2020-05-23,,,,
2020-05-24,,,,
2020-05-25,107.675,1.0905,1.2188,0.009287207
2020-05-26,107.735,1.0897,1.2192,0.009282035
2020-05-27,107.515,1.0984,1.2336,0.009301028
2020-05-28,107.755,1.1015,1.2268,0.009280312
2020-05-29,107.715,1.1075,1.2321,0.009283758
2020-05-30,,,,
2020-05-31,,,,
2020-06-01,107.7,1.1115,1.2346,0.009285051
2020-06-02,107.545,1.1131,1.2485,0.009298433
2020-06-03,108.675,1.1171,1.2549,0.009201748
2020-06-04,108.99,1.1232,1.2575,0.009175154
2020-06-05,109.195,1.1341,1.2607,0.009157928
2020-06-06,,,,
2020-06-07,,,,
2020-06-08,109.655,1.1305,1.2711,0.009119511
2020-06-09,108.435,1.1295,1.2734,0.009222115
2020-06-10,107.775,1.1341,1.2725,0.00927859
2020-06-11,106.91,1.1382,1.275,0.009353662
2020-06-12,106.795,1.1295,1.258,0.009363734
2020-06-13,,,,
2020-06-14,,,,
2020-06-15,107.385,1.1248,1.2509,0.009312288
2020-06-16,107.41,1.1326,1.2621,0.00931012
2020-06-17,107.375,1.1263,1.2571,0.009313155
2020-06-18,106.98,1.1247,1.2557,0.009347542
2020-06-19,106.975,1.1208,1.2427,0.009347978
2020-06-20,,,,
2020-06-21,,,,
2020-06-22,106.825,1.1179,1.2348,0.009361105
2020-06-23,106.925,1.1274,1.2488,0.00935235
2020-06-24,106.445,1.1311,1.2522,0.009394523
2020-06-25,107.065,1.1253,1.2413,0.00934012
2020-06-26,107.165,1.1222,1.2427,0.009331405
2020-06-27,,,,
2020-06-28,,,,
2020-06-29,107.185,1.1225,1.2339,0.009329664
2020-06-30,107.585,1.1245,1.2305,0.009294976
2020-07-01,107.965,1.1237,1.2394,0.009262261
2020-07-02,107.44,1.1254,1.2479,0.00930752
2020-07-03,107.535,1.124,1.247,0.009299298
2020-07-04,,,,
2020-07-05,,,,
2020-07-06,107.57,1.1247,1.2476,0.009296272
2020-07-07,107.35,1.1314,1.2495,0.009315324
2020-07-08,107.575,1.1275,1.254,0.00929584
2020-07-09,107.285,1.1334,1.2612,0.009320968
2020-07-10,107.22,1.1287,1.2603,0.009326618
2020-07-11,,,,
2020-07-12,,,,
2020-07-13,106.875,1.1315,1.2634,0.009356725
2020-07-14,107.295,1.1347,1.2559,0.009320099
2020-07-15,107.28,1.1408,1.257,0.009321402
2020-07-16,106.895,1.1416,1.259,0.009354975
2020-07-17,107.325,1.1386,1.2556,0.009317494
2020-07-18,,,,
2020-07-19,,,,
2020-07-20,107.03,1.1439,1.2569,0.009343175
2020-07-21,107.255,1.145,1.2661,0.009323575
2020-07-22,106.835,1.1534,1.2728,0.009360228
2020-07-23,107.175,1.157,1.2739,0.009330534
2020-07-24,106.835,1.1598,1.2737,0.009360228
2020-07-25,,,,
2020-07-26,,,,
2020-07-27,106.025,1.1647,1.2789,0.009431738
2020-07-28,105.345,1.1756,1.2885,0.009492619
2020-07-29,105.105,1.1721,1.2928,0.009514295
2020-07-30,104.99,1.1787,1.2991,0.009524717
2020-07-31,104.755,1.1845,1.3097,0.009546084
2020-08-01,,,,
2020-08-02,,,,
2020-08-03,105.795,1.1794,1.3103,0.009452243
2020-08-04,106.025,1.1759,1.3075,0.009431738
2020-08-05,105.765,1.1798,1.3069,0.009454924
2020-08-06,105.605,1.1871,1.3125,0.009469249
2020-08-07,105.51,1.188,1.3144,0.009477775
2020-08-08,,,,
2020-08-09,,,,
2020-08-10,105.895,1.1783,1.3052,0.009443316
2020-08-11,105.965,1.174,1.3074,0.009437078
2020-08-12,106.495,1.174,1.3055,0.009390112
2020-08-13,106.865,1.1786,1.3035,0.009357601
2020-08-14,106.97,1.1817,1.3069,0.009348415
2020-08-15,,,,
2020-08-16,,,,
2020-08-17,,,,
2020-08-18,106.025,1.1876,1.3105,0.009431738
2020-08-19,105.395,1.1936,1.3243,0.009488116
2020-08-20,106.025,1.185,1.3112,0.009431738
2020-08-21,105.74,1.1868,1.322,0.009457159
2020-08-22,,,,
2020-08-23,,,,
2020-08-24,105.885,1.1801,1.3098,0.009444208
2020-08-25,105.97,1.1793,1.3069,0.009436633
2020-08-26,106.375,1.1834,1.315,0.009400705
2020-08-27,105.9,1.1838,1.3218,0.009442871
2020-08-28,106.57,1.1821,1.3198,0.009383504
2020-08-29,,,,
2020-08-30,,,,
2020-08-31,105.53,1.1908,1.3351,0.009475978
2020-09-01,105.905,1.1938,1.3363,0.009442425
2020-09-02,105.92,1.1919,1.3392,0.009441088
2020-09-03,106.225,1.1854,1.3353,0.00941398
2020-09-04,106.095,1.185,1.3276,0.009425515
2020-09-05,,,,
2020-09-06,,,,
2020-09-07,106.275,1.1844,1.3255,0.009409551
2020-09-08,106.305,1.1819,1.3164,0.009406895
2020-09-09,106.015,1.1762,1.2963,0.009432627
2020-09-10,106.195,1.1808,1.3005,0.009416639
2020-09-11,106.155,1.1827,1.2814,0.009420187
2020-09-12,,,,
2020-09-13,,,,
2020-09-14,106.12,1.1846,1.281,0.009423294
2020-09-15,105.735,1.1867,1.2849,0.009457606
2020-09-16,105.395,1.1849,1.2889,0.009488116
2020-09-17,105.005,1.1812,1.2963,0.009523356
2020-09-18,104.715,1.1854,1.2975,0.00954973
2020-09-19,,,,
2020-09-20,,,,
2020-09-21,104.505,1.1847,1.293,0.00956892
2020-09-22,104.715,1.1766,1.2819,0.00954973
2020-09-23,104.97,1.1708,1.2736,0.009526531
2020-09-24,105.385,1.1662,1.2721,0.009489016
2020-09-25,105.415,1.1673,1.2747,0.009486316
2020-09-26,,,,
2020-09-27,,,,
2020-09-28,105.585,1.1633,1.2758,0.009471042
2020-09-29,105.525,1.167,1.2846,0.009476427
2020-09-30,,,,
2020-10-01,,,,
2020-10-02,,,,
2020-10-03,,,,
2020-10-04,,,,
2020-10-05,105.505,1.1716,1.2928,0.009478224
